Transaction_ID,Account_ID,Date,Amount,Type,Description,Channel
TXN-6BD61980-A43,ACCT-AA29F997,1996-04-09,3826.1,DEBIT,Txn Ref 203647,ATM
TXN-F9B9C0FB-6F6,ACCT-8575CC85,2002-07-23,1840.37,INTEREST,Txn Ref 158172,Phone
TXN-8002228D-392,ACCT-D5892ECB,1999-08-05,-3211.16,INTEREST,Txn Ref 420501,Cheque
TXN-652CB848-6E0,ACCT-9D65BAE4,1985-12-13,72.3,DEBIT,Txn Ref 783163,Cheque
TXN-2B800279-1B8,ACCT-7F2BC68F,1999-05-20,-473.7,DEBIT,Txn Ref 239540,ATM
TXN-37D1B79E-3DA,ACCT-F453C2EA,2003-12-27,5729.97,CREDIT,Txn Ref 213423,Cheque
TXN-6E3738C0-5B1,ACCT-A4A5B32D,1991-07-11,-1340.82,CREDIT,Txn Ref 209286,Cheque
TXN-F570F33B-51C,ACCT-8600E6D4,1995-12-25,9309.36,INTEREST,Txn Ref 874211,Cheque
TXN-4FFE3D3E-F31,ACCT-AD874A57,1991-09-16,7989.36,TRANSFER,Txn Ref 800040,ATM
TXN-31F58F19-35B,ACCT-3EB4EDD5,1996-12-25,6574.81,TRANSFER,Txn Ref 776739,Cheque
TXN-CA62A4B5-6D8,ACCT-6C818E1B,1997-07-14,1307.42,INTEREST,Txn Ref 704555,Branch
TXN-167DE74E-6BC,ACCT-754DB87D,2002-07-02,-2906.84,TRANSFER,Txn Ref 956132,ATM
TXN-DECB2F0E-F66,ACCT-148CB63B,1997-07-17,1593.49,DEBIT,Txn Ref 654212,Phone
TXN-E323EED2-3E1,ACCT-B6EB1A43,2004-03-17,-3534.18,TRANSFER,Txn Ref 950406,Branch
TXN-8C56EE65-D91,ACCT-54FF7620,2002-04-13,-845.73,DEBIT,Txn Ref 192866,Branch
TXN-A4EB4096-495,ACCT-6CADC31A,2001-05-01,-2454.15,CREDIT,Txn Ref 165617,Phone
TXN-043ADCAD-A8A,ACCT-C024EDED,1995-04-09,3873.37,INTEREST,Txn Ref 696912,Branch
TXN-1E1D14D1-5A9,ACCT-E3E6637A,1998-06-01,7485.29,FEE,Txn Ref 155991,Branch
TXN-F2131324-AEB,ACCT-108D4684,1991-06-19,8269.75,INTEREST,Txn Ref 104047,Branch
TXN-D951CC79-BFF,ACCT-7039ECB8,2003-10-29,5082.78,INTEREST,Txn Ref 898119,ATM
TXN-FE8811E7-7C9,ACCT-4D89F384,2002-06-05,4772.27,INTEREST,Txn Ref 356619,Branch
TXN-BF15F0BC-9CD,ACCT-736E8A5F,1999-10-09,9500.04,CREDIT,Txn Ref 865341,Branch
TXN-457C5FF1-C1A,ACCT-6AF92DC0,1991-08-28,8262.82,CREDIT,Txn Ref 511600,Cheque
TXN-486D72D3-F43,ACCT-26F77CB7,1993-10-13,2643.96,INTEREST,Txn Ref 817885,Cheque
TXN-A1C03F9F-332,ACCT-36BF45C1,2000-08-17,1482.57,DEBIT,Txn Ref 185751,ATM
TXN-296D3099-4C5,ACCT-F889ACB2,1987-08-12,5721.5,TRANSFER,Txn Ref 695662,Phone
TXN-9E98B34A-95A,ACCT-B6E35E92,2000-09-26,1686.04,FEE,Txn Ref 183474,Phone
TXN-6B27C609-4A1,ACCT-86DAC815,1988-11-15,-2181.1,CREDIT,Txn Ref 994839,ATM
TXN-ADF64229-948,ACCT-33FCF7E0,2004-04-15,7986.19,FEE,Txn Ref 287727,Cheque
TXN-7F346013-E9A,ACCT-36BF45C1,2003-02-23,-1448.13,CREDIT,Txn Ref 153910,Branch
TXN-6EE0D467-091,ACCT-45E468B3,2002-08-09,2653.69,TRANSFER,Txn Ref 658931,ATM
TXN-2D95B0E6-E03,ACCT-532048F9,1992-04-05,928.23,DEBIT,Txn Ref 514094,ATM
TXN-393D99A4-766,ACCT-00BC75A9,1995-05-05,770.21,TRANSFER,Txn Ref 252259,ATM
TXN-41EA5915-B4B,ACCT-421475EA,2001-01-16,3098.22,DEBIT,Txn Ref 316041,Branch
TXN-E90140A1-49A,ACCT-749A22DD,1996-09-15,9568.25,INTEREST,Txn Ref 391732,Branch
TXN-36C3F4D2-C3C,ACCT-59367F64,1985-04-20,8307.94,CREDIT,Txn Ref 712296,ATM
TXN-FABBFBA8-662,ACCT-EB66E729,1990-03-24,-3266.33,TRANSFER,Txn Ref 694455,ATM
TXN-45B46CAE-358,ACCT-EF8AD83F,2005-04-13,280.93,CREDIT,Txn Ref 802844,Cheque
TXN-6443FD85-67A,ACCT-33FCF7E0,2003-01-06,3422.71,CREDIT,Txn Ref 833178,ATM
TXN-15CC64BC-4E7,ACCT-00912F76,2003-05-25,9542.92,DEBIT,Txn Ref 616252,ATM
TXN-5769568D-231,ACCT-4CD53E9C,1999-09-25,-4730.54,CREDIT,Txn Ref 909649,Cheque
TXN-D0C19968-CC6,ACCT-3B705EDF,1987-05-26,2196.91,FEE,Txn Ref 902103,Phone
TXN-5BB44311-90E,ACCT-D118D41B,1998-05-24,-3405.03,FEE,Txn Ref 994645,ATM
TXN-697D2D51-C59,ACCT-C6F33FEE,2002-09-22,-2683.68,TRANSFER,Txn Ref 680988,Branch
TXN-E6AFDACD-2D4,ACCT-3AECE54F,1990-11-29,-153.92,INTEREST,Txn Ref 984033,Phone
TXN-CA217118-EE1,ACCT-46418C0F,2004-09-02,-2006.27,FEE,Txn Ref 158119,ATM
TXN-E65C983C-659,ACCT-5F2170E6,1997-03-08,-1758.61,INTEREST,Txn Ref 865686,Branch
TXN-CE64BFF2-F1F,ACCT-24076C9B,1988-10-08,8117.59,DEBIT,Txn Ref 231763,Cheque
TXN-65B6E293-2BE,ACCT-3B705EDF,1991-12-12,-1644.91,DEBIT,Txn Ref 893710,Branch
TXN-D2C45EA8-32C,ACCT-A22C46E7,1993-09-23,2930.85,TRANSFER,Txn Ref 163306,ATM
