Transaction_ID,Account_ID,Date,Amount,Type,Description,Channel
TXN-9E333B24-943,ACCT-FE150D3F,1999-07-21,5405.7,FEE,Txn Ref 434596,Branch
TXN-DC26C9D9-5EF,ACCT-EF4428EC,1987-08-05,3749.86,FEE,Txn Ref 853625,Phone
TXN-6283606F-070,ACCT-56BE6BE8,1997-07-25,8915.17,DEBIT,Txn Ref 865421,Branch
TXN-A33B8ABC-659,ACCT-D5892ECB,1989-03-12,9830.31,FEE,Txn Ref 605864,Branch
TXN-677A6508-35A,ACCT-70E1DFB3,1994-06-09,-4564.0,DEBIT,Txn Ref 351239,Cheque
TXN-FCA512A4-41A,ACCT-657D432F,1998-12-31,4993.03,CREDIT,Txn Ref 778661,ATM
TXN-E1047DD0-E07,ACCT-7F2BC68F,1987-07-22,9971.75,DEBIT,Txn Ref 318315,Phone
TXN-E58E669C-E1E,ACCT-857E0AE5,1986-12-18,-4587.02,FEE,Txn Ref 312003,Phone
TXN-6F6F8941-945,ACCT-6AF92DC0,1996-01-29,-2794.73,DEBIT,Txn Ref 825293,ATM
TXN-3FE397EC-E67,ACCT-A0CC8999,1999-09-06,6839.92,CREDIT,Txn Ref 778600,ATM
TXN-6169AFF6-A04,ACCT-B91A2ADB,1993-08-07,683.52,INTEREST,Txn Ref 568981,ATM
TXN-48DC0832-02B,ACCT-E4AFF69D,1995-01-07,-3047.91,FEE,Txn Ref 126718,Phone
TXN-0B6C79C3-263,ACCT-F889ACB2,2005-10-23,3784.71,TRANSFER,Txn Ref 930341,Phone
TXN-0D4A9B6E-ADE,ACCT-C7CF0437,1988-04-26,-4315.81,INTEREST,Txn Ref 579222,ATM
TXN-319C61F0-F2A,ACCT-991D940E,2002-08-14,1460.85,CREDIT,Txn Ref 804944,Branch
TXN-DB45E33D-90D,ACCT-8AAE3D05,2004-02-25,6190.37,FEE,Txn Ref 773062,ATM
TXN-68966117-A12,ACCT-C7CF0437,1988-04-28,5021.59,DEBIT,Txn Ref 828765,Branch
TXN-E54615F2-274,ACCT-816C7E10,2004-05-28,-3956.26,TRANSFER,Txn Ref 342351,Phone
TXN-A3C49D42-635,ACCT-08C3CB8D,1991-12-18,-3026.88,CREDIT,Txn Ref 604858,Cheque
TXN-5FD7D9F1-7A3,ACCT-DEFF90A9,1993-03-30,8317.89,CREDIT,Txn Ref 666039,ATM
TXN-7A22D7E6-8CE,ACCT-8813F90D,1996-01-04,2647.78,INTEREST,Txn Ref 278679,Branch
TXN-61E12289-60B,ACCT-616A75DE,2001-12-05,-2488.62,CREDIT,Txn Ref 624268,Phone
TXN-F051C2DC-62E,ACCT-E3E6637A,1993-05-21,-4908.93,TRANSFER,Txn Ref 643557,ATM
TXN-74603E9B-79E,ACCT-ABBF2DEA,1987-06-16,934.15,TRANSFER,Txn Ref 555798,Branch
