Transaction_ID,Account_ID,Date,Amount,Type,Description,Channel
TXN-297195CF-38F,ACCT-DC7095B8,1988-02-02,-1602.89,TRANSFER,Txn Ref 689175,Cheque
TXN-1F6F4116-D8C,ACCT-5D52E10D,1994-12-16,4815.28,CREDIT,Txn Ref 932731,Phone
TXN-E4EE2690-D11,ACCT-0348E6DE,1993-05-27,-4945.41,CREDIT,Txn Ref 973388,Phone
TXN-3734788F-BCB,ACCT-616A75DE,1987-08-22,1171.54,CREDIT,Txn Ref 325369,Cheque
TXN-F3BA3A99-F7E,ACCT-78680AB1,2001-11-14,-2412.12,TRANSFER,Txn Ref 451979,Branch
TXN-CC83389B-FC0,ACCT-B4555D3F,1992-02-17,5369.34,INTEREST,Txn Ref 986701,Branch
TXN-EC56BD21-C67,ACCT-836F099F,1988-07-20,1107.74,FEE,Txn Ref 176202,ATM
TXN-BD80173F-458,ACCT-A91CCB43,1995-03-15,1627.3,DEBIT,Txn Ref 338817,Phone
TXN-85BCB68F-372,ACCT-70E1DFB3,1998-08-03,1049.6,FEE,Txn Ref 756396,Cheque
TXN-76FEE5D2-89E,ACCT-9FACA206,1992-04-10,-1900.68,TRANSFER,Txn Ref 332730,ATM
TXN-0B5367AB-46C,ACCT-437D150C,1987-05-12,1537.35,INTEREST,Txn Ref 639337,ATM
TXN-E170E587-4F6,ACCT-9773E276,2005-09-16,9128.23,INTEREST,Txn Ref 225097,ATM
TXN-F9315ED8-80D,ACCT-37BA648F,1987-03-07,-2663.75,FEE,Txn Ref 304143,Branch
TXN-A4EAFF0A-089,ACCT-736E8A5F,1985-06-22,-808.96,CREDIT,Txn Ref 116650,Cheque
TXN-F3E2E46E-FC6,ACCT-DDF0E424,2003-12-21,-382.95,DEBIT,Txn Ref 718819,Branch
TXN-FA836CBB-79B,ACCT-1A09C9DE,1990-02-14,-1104.15,FEE,Txn Ref 110713,Cheque
TXN-572183E5-291,ACCT-2B9FFD74,1992-12-27,7571.62,CREDIT,Txn Ref 681445,Phone
TXN-9CD3E090-D9A,ACCT-99B01D6E,2000-03-07,-457.98,TRANSFER,Txn Ref 497033,Cheque
TXN-B7CE841B-174,ACCT-679146BB,1994-04-09,2407.47,INTEREST,Txn Ref 997344,ATM
TXN-E49C0184-83C,ACCT-836F099F,1988-07-23,9117.86,INTEREST,Txn Ref 974557,Cheque
TXN-BDD43A5D-047,ACCT-0E25AD5D,1996-08-12,279.01,CREDIT,Txn Ref 569774,ATM
TXN-0D59F017-697,ACCT-BA9F88F1,1992-04-09,-3148.4,DEBIT,Txn Ref 503260,Branch
TXN-CD1FFCD2-C66,ACCT-708149CB,1989-06-26,852.69,INTEREST,Txn Ref 786514,Phone
TXN-6C2FCC10-448,ACCT-2085BCF9,2000-10-04,5035.7,DEBIT,Txn Ref 591604,ATM
TXN-24C45F48-7CB,ACCT-CEDC64CF,1989-10-28,6460.41,DEBIT,Txn Ref 110473,Cheque
